timestamp,seed,pretrained,lr,weight_decay,momentum,num_epochs,batch_size,worst_group_accuracy,average_accuracy,early_stopping_worst_group_accuracy,early_stopping_average_accuracy
2023-06-06 21:53:38.242882,1,True,0.0001,0.001,0.9,300,128,81.46417445482867,97.78258927916427,86.9179600886918,91.74606330378775
