timestamp,seed,pretrained,lr,weight_decay,momentum,num_epochs,batch_size,worst_group_accuracy,average_accuracy,early_stopping_worst_group_accuracy,early_stopping_average_accuracy
2023-06-06 21:51:01.448915,2,False,0.0001,0.001,0.9,300,128,32.86604361370716,81.62664545132654,52.9595015576324,68.14989950436916
