timestamp,seed,pretrained,lr,weight_decay,momentum,num_epochs,batch_size,worst_group_accuracy,average_accuracy,early_stopping_worst_group_accuracy,early_stopping_average_accuracy
2023-06-06 21:51:53.338355,0,True,0.0001,0.001,0.9,300,128,81.46417445482867,97.67218853688664,88.60310421286032,92.17577771903674
2023-06-06 21:52:58.061975,0,False,0.0001,0.001,0.9,300,128,39.875389408099686,78.4871001297803,49.06542056074766,67.23921346883682
